37,15,17,26,0,8,3,2,103,5,8,8,15,23,17,12,7,4,5,10,29,13,11,29,20,4,0,8,7,232,16,44,0,14,10,16,67,10,7,34,10,10,11,14,23,13,5,18,27,16,15,7,15,61,8,5,5,21,7,18,6,23,3,12,16,4,5,72,0,8,1,14,7,105,21,15,14,46,0,127,18,18,19,2,38,21,44,13,0,115,41,47,1,76,23,18,0,8,3,57,25,14,27,0,7,14,52,24,53,2,11,46,99,39,2,9,27,50,21,28,0,22,3,28,11,14,65,23
6,0,3,0,0,5,70,3,0,1,17,0,2,5,2,0,0,0,0,1,6,9,0,55,2,3,0,16,4,105,1,43,0,0,0,0,0,68,0,68,1,6,70,9,5,9,0,19,12,51,1,0,5,0,0,3,0,119,0,5,4,7,0,12,151,0,0,0,0,0,0,59,0,21,3,0,0,7,0,0,34,10,3,0,10,0,7,10,0,214,19,7,0,0,97,52,0,2,0,19,106,0,76,0,59,0,230,0,0,0,1,28,0,25,3,42,22,17,1,45,0,15,0,62,0,5,18,10
5,3,1,8,0,15,8,24,0,1,19,1,0,4,13,3,7,32,10,21,4,4,0,7,0,1,0,2,37,134,33,13,5,0,4,0,0,6,0,31,1,0,4,3,117,23,24,1,25,102,16,29,17,6,0,0,1,18,0,110,43,4,14,3,18,0,0,2,0,1,1,38,2,163,4,0,0,83,24,0,64,7,2,2,78,0,51,83,0,112,46,125,14,0,2,12,0,0,5,89,11,0,25,7,75,0,53,0,0,9,2,84,0,89,32,75,8,64,13,47,0,3,15,22,0,57,63,44
1,44,3,8,0,6,2,26,0,10,9,2,21,17,3,1,5,3,1,35,19,8,1,51,12,19,0,49,10,257,29,110,0,2,32,19,3,5,16,30,6,25,4,6,34,34,20,12,39,10,18,0,2,18,0,22,1,30,0,5,3,24,0,6,12,3,12,7,0,4,0,6,5,50,30,35,6,47,1,15,13,26,4,1,44,1,22,6,0,156,46,46,14,5,7,48,0,17,9,52,28,0,72,1,5,3,121,1,0,1,7,34,0,14,7,3,9,74,72,123,0,34,5,55,3,0,293,10
0,22,14,5,0,9,30,40,0,15,4,5,11,3,20,2,3,0,4,18,23,26,12,22,58,8,4,21,13,68,44,17,0,5,29,10,23,15,45,8,1,8,27,23,14,26,51,7,19,14,8,0,4,43,3,3,4,108,1,11,19,44,1,24,18,1,0,54,1,22,5,79,12,7,74,7,18,38,1,25,32,24,29,0,41,1,46,10,0,392,49,13,0,5,31,17,1,14,4,30,6,7,93,0,18,6,69,7,0,6,24,32,11,12,13,6,3,74,26,27,0,19,2,3,1,3,11,40
131,24,2,1,108,9,0,0,2,95,12,0,0,0,4,1,0,9,2,7,0,0,0,6,0,77,20,3,14,83,0,9,10,2,28,8,0,0,0,5,4,66,0,0,12,14,0,12,16,3,41,10,24,0,0,58,23,22,0,23,51,1,2,0,4,65,3,29,8,15,14,76,0,50,1,10,0,43,9,0,39,1,1,102,46,1,4,3,63,58,66,38,0,7,0,5,100,3,14,23,3,0,26,7,10,0,13,0,0,26,0,3,0,16,19,0,6,19,16,48,1,13,17,23,14,24,48,16
38,24,1,0,65,35,3,0,0,7,4,0,1,7,1,53,0,30,0,8,7,0,7,52,2,15,0,2,0,111,4,75,6,0,5,18,0,1,0,74,43,18,1,5,4,86,11,28,24,39,44,39,7,2,0,21,0,9,5,27,2,6,1,7,6,16,1,2,47,4,2,107,0,45,1,11,42,51,29,0,63,7,4,7,27,1,120,11,5,121,32,14,0,0,2,24,10,9,0,26,44,10,82,0,19,1,121,0,0,0,4,64,0,19,12,10,15,64,27,67,46,5,2,66,1,41,77,10
372,14,13,20,48,31,20,1,0,24,7,0,0,2,1,13,14,22,0,27,3,8,0,0,13,26,4,1,61,54,0,0,0,0,0,0,0,1,5,77,23,30,0,25,13,25,1,43,33,87,29,37,14,0,0,38,6,17,0,74,39,0,2,27,12,37,0,2,19,0,5,385,0,57,2,25,0,41,22,0,110,4,1,23,36,0,24,16,40,77,48,10,0,0,9,1,36,0,0,16,28,0,25,9,97,0,78,0,0,0,6,37,0,37,4,26,3,17,13,43,18,12,41,25,13,89,1,30
28,0,0,0,74,23,8,0,0,39,1,0,0,1,0,16,4,13,0,1,0,4,0,14,1,41,4,0,7,117,0,30,2,0,5,0,0,1,0,159,3,47,0,1,20,14,0,20,7,29,3,15,29,0,0,49,7,2,0,22,1,0,1,9,4,49,0,1,5,2,2,75,1,32,2,22,1,130,6,0,24,0,2,29,44,0,57,5,45,140,49,27,1,0,1,6,43,0,0,21,50,0,35,0,25,0,166,0,0,0,0,67,0,22,67,12,0,62,0,102,4,3,11,133,0,31,128,19
308,5,3,0,72,18,0,1,0,33,2,0,0,2,10,32,1,10,0,10,5,4,0,15,6,29,0,1,0,96,12,9,1,1,1,1,0,1,0,63,17,50,0,9,9,38,1,57,24,37,2,14,12,1,0,57,5,57,0,41,0,7,1,17,1,62,0,0,9,5,1,155,0,80,9,11,4,116,11,0,37,4,9,35,26,0,87,0,42,89,17,5,0,0,4,14,54,2,1,13,82,0,66,0,17,1,100,0,0,2,3,59,0,11,41,13,25,37,3,91,7,2,7,96,0,14,16,5
29,0,1,1,69,14,78,0,0,30,1,0,0,0,2,12,1,7,3,2,1,7,0,4,0,36,2,0,7,113,1,28,0,0,0,0,0,1,0,59,2,57,1,2,8,61,0,8,4,48,10,15,8,3,4,59,4,33,0,29,3,0,0,9,12,44,0,3,6,20,0,115,0,29,3,24,0,68,7,0,28,0,0,34,40,0,64,2,47,221,43,9,0,0,13,9,51,0,0,14,45,0,95,0,24,0,187,0,0,6,0,71,0,37,21,9,18,62,1,113,4,1,5,86,0,16,41,10
152,3,10,0,73,16,15,0,0,39,0,0,0,0,0,9,0,19,0,0,0,0,0,6,0,37,1,0,0,110,0,23,0,1,0,2,0,0,0,70,0,27,0,0,0,2,0,0,0,42,0,18,5,0,0,20,1,1,0,47,0,0,0,0,14,24,0,0,16,0,0,663,0,9,0,18,0,42,14,0,67,0,0,26,18,2,15,0,40,708,2,4,0,0,1,7,42,0,0,15,33,0,8,0,29,0,215,0,0,0,0,63,0,24,1,3,0,9,0,18,13,0,20,67,0,42,9,1
135,18,0,3,74,34,3,1,0,8,8,1,0,16,1,12,2,32,2,1,0,0,31,1,0,10,0,4,7,40,1,28,1,0,31,16,11,0,0,108,38,19,0,11,41,36,2,11,18,43,21,48,26,13,0,25,0,39,0,36,16,1,3,6,7,14,0,2,54,78,6,95,0,50,7,3,0,14,30,0,58,0,2,12,71,0,18,8,3,91,77,6,9,0,3,3,6,39,4,22,52,6,18,0,32,3,145,0,0,30,2,34,0,15,25,29,44,87,5,37,42,1,2,61,0,47,24,9
671,9,4,3,66,31,4,10,0,12,3,0,0,0,1,28,0,33,0,40,5,1,0,3,23,14,0,2,6,135,11,2,4,0,9,0,0,5,0,6,20,21,2,9,25,11,20,21,53,16,15,32,3,10,0,21,1,4,0,56,27,3,1,33,16,15,3,6,41,0,12,278,1,60,3,9,8,71,51,0,62,1,0,12,35,0,31,8,12,174,32,21,1,1,12,0,13,0,0,29,2,0,71,0,20,0,32,0,0,0,0,16,0,25,8,0,4,22,9,69,38,10,7,2,3,60,8,13
565,12,0,1,126,12,7,0,0,24,8,2,0,2,0,4,1,5,6,11,0,2,1,0,5,25,3,1,35,34,0,1,1,5,0,13,0,1,1,34,2,21,0,3,1,2,0,15,27,19,2,15,31,0,6,31,67,13,0,44,3,1,22,44,1,32,0,0,1,0,0,188,0,14,0,1,4,78,1,0,29,0,1,31,19,1,24,6,50,25,14,1,0,0,2,0,39,0,0,9,3,0,7,0,11,1,20,0,0,0,1,0,0,6,9,6,12,5,1,15,0,8,1,32,0,63,7,19
27,14,13,0,67,53,0,22,0,36,7,0,0,6,3,24,0,40,1,13,8,13,0,14,3,40,4,5,4,68,14,18,0,0,18,1,2,0,0,68,19,48,2,3,0,90,6,49,5,18,9,20,19,0,2,50,4,30,0,51,12,4,1,26,6,39,0,9,12,10,0,83,1,15,15,20,0,44,10,0,43,10,3,33,34,0,19,13,46,166,29,1,0,0,2,6,48,6,1,20,27,1,80,0,16,0,144,0,0,6,0,63,0,27,8,5,20,46,17,118,3,6,3,79,0,37,16,26
4,0,0,5,86,7,16,0,0,33,0,0,0,1,0,7,1,5,2,0,0,0,0,9,0,38,1,0,9,18,0,28,1,0,0,0,0,3,0,172,0,38,0,2,2,8,0,12,0,97,1,27,10,0,1,72,3,17,0,18,7,0,0,1,13,66,0,0,3,0,0,58,0,2,1,14,0,63,8,0,52,0,0,40,47,0,30,13,45,152,49,4,0,0,9,12,50,0,0,30,73,0,28,0,46,0,275,0,0,0,0,37,0,24,34,32,6,22,0,37,1,0,15,187,0,26,31,30
280,30,33,0,62,30,4,0,10,61,13,1,1,15,0,27,0,28,10,0,1,4,3,2,0,65,4,0,20,51,0,6,9,5,7,16,0,1,0,25,29,51,0,13,5,4,1,28,13,14,10,35,28,0,8,49,6,7,5,47,19,1,3,9,10,52,0,0,5,0,0,146,0,27,0,38,10,88,17,0,45,1,10,52,56,11,27,29,42,96,59,9,0,6,2,4,44,0,15,60,20,8,8,9,10,5,46,3,2,0,12,16,8,42,1,4,17,29,0,29,5,7,55,32,11,38,16,32
39,11,42,2,158,1,13,0,0,30,1,0,0,9,0,6,0,0,2,2,4,7,0,6,9,34,2,0,0,34,1,7,0,0,0,3,0,5,0,27,0,36,11,4,1,21,1,32,6,39,1,0,2,0,0,17,2,33,0,16,0,18,0,4,15,14,1,0,1,0,0,202,0,10,8,55,0,17,0,0,20,4,2,10,14,0,21,1,96,133,12,0,0,0,12,14,59,0,0,1,36,0,50,8,18,0,91,0,0,0,1,20,1,12,5,7,11,5,1,56,0,1,57,21,1,7,4,4
732,0,0,0,464,37,0,0,0,65,7,0,0,0,0,35,1,45,0,2,0,0,0,0,0,58,21,2,12,108,0,0,8,0,7,0,0,0,0,9,41,63,0,1,6,7,0,45,9,13,23,38,0,0,0,59,7,2,0,50,23,0,3,7,1,50,0,0,93,4,28,277,0,50,0,0,0,19,36,0,24,0,0,50,14,0,6,22,74,210,44,3,0,0,0,0,109,0,2,2,0,0,28,5,12,0,43,0,0,4,1,6,0,6,0,0,0,12,2,77,68,5,0,2,0,50,0,18
9,1,1,20,0,20,17,1,0,8,10,12,9,13,1,9,9,8,16,8,4,17,3,10,7,1,5,6,49,63,1,10,2,1,1,0,0,23,11,5,16,5,36,3,18,34,1,4,32,89,18,7,35,0,32,18,15,59,0,83,10,11,3,10,52,14,2,1,6,2,3,51,6,34,13,8,0,83,1,0,59,13,12,13,111,0,49,21,2,54,123,10,4,1,53,12,1,13,0,21,25,7,49,0,45,2,17,1,11,0,1,23,20,24,34,45,19,39,24,41,0,15,4,11,0,54,3,31
1,4,4,25,0,53,1,7,1,1,5,1,0,44,8,0,4,18,10,15,7,14,1,24,8,2,13,11,24,78,1,18,5,0,1,0,7,2,9,56,3,1,5,8,32,77,2,7,26,73,37,18,32,13,9,25,6,57,0,79,10,10,4,6,29,14,7,2,0,41,6,285,4,19,10,13,1,29,16,0,101,12,28,7,78,1,49,11,0,383,138,8,0,7,11,14,1,32,0,25,15,1,133,0,44,0,131,0,0,36,2,240,1,100,2,18,39,92,33,17,0,10,11,42,7,60,3,25
202,7,1,54,0,16,49,7,0,0,13,0,0,21,5,0,10,13,18,4,0,0,0,6,2,0,1,1,56,79,16,42,0,0,3,3,0,12,1,38,0,0,6,0,11,14,14,0,5,134,2,6,4,1,25,1,0,67,0,57,1,1,24,1,20,0,26,1,0,2,0,70,4,47,0,3,0,95,3,0,38,1,0,2,64,0,25,91,6,103,46,15,0,3,23,29,0,0,2,36,10,0,25,15,107,16,97,0,0,0,0,33,0,103,46,70,14,16,1,19,0,4,11,65,6,40,83,45
11,1,9,8,12,11,2,21,0,24,10,11,6,26,1,26,10,10,25,3,7,5,3,2,2,24,23,5,10,56,21,6,5,1,0,2,0,7,2,37,9,22,1,10,5,53,21,8,5,18,24,26,31,19,23,8,41,49,2,30,32,9,20,10,6,10,2,2,26,15,24,98,1,4,4,32,2,20,29,1,11,2,3,15,11,1,25,30,22,494,17,8,0,17,7,12,24,16,2,13,7,0,30,37,40,1,175,0,1,10,2,35,11,14,7,12,20,3,25,43,16,7,53,23,28,17,12,10
0,112,15,7,781,41,0,7,4,18,27,22,35,19,7,21,0,22,11,12,21,117,177,112,16,25,15,20,1,1,4,70,20,17,6,158,16,6,22,0,9,20,4,83,1,3,2,22,13,1,0,30,6,5,12,9,2,5,102,1,3,27,7,114,10,11,1,6,9,25,0,1,0,0,17,11,25,1,22,5,7,25,121,7,1,19,9,3,9,3,5,0,0,1,12,130,7,85,1,0,18,161,2,1,2,27,2,51,14,16,118,0,13,0,4,1,20,0,13,3,16,24,14,10,1,11,9,0
1,1,26,101,0,22,93,56,44,6,6,1,0,44,19,1,1,17,73,1,4,15,0,0,23,3,5,3,7,12,18,6,0,2,7,2,6,27,56,3,1,1,18,8,9,51,6,2,1,40,6,3,29,15,66,2,2,32,4,14,6,10,51,4,23,0,146,3,18,0,2,14,4,6,21,23,1,15,2,19,27,3,19,3,43,11,36,20,1,7,29,15,0,43,18,1,2,1,3,21,4,12,33,35,47,38,10,16,11,14,14,62,43,30,36,90,44,7,6,5,0,8,43,2,59,9,9,13
2,6,19,0,940,1,1,35,5,2,37,26,30,25,61,31,8,0,8,4,63,7,24,8,30,4,11,38,49,52,52,7,29,110,12,39,31,7,100,13,9,4,4,21,10,7,31,14,4,6,10,34,10,62,2,14,8,19,28,8,26,10,14,6,2,14,0,8,3,18,9,7,35,18,62,20,32,4,31,56,6,64,11,11,6,57,6,30,12,12,8,6,4,3,11,3,0,17,10,15,32,47,3,7,4,35,17,17,13,12,21,12,1,32,0,1,30,4,4,11,13,30,23,11,0,2,3,10
0,15,31,0,1371,29,0,19,22,25,0,12,4,28,0,22,2,25,13,0,8,14,1,0,0,21,2,0,6,0,20,0,0,22,13,25,29,0,0,0,3,25,0,14,0,0,30,2,0,0,16,30,24,30,5,1,63,0,44,0,21,0,25,0,0,5,0,0,68,10,52,0,2,0,0,37,17,4,28,127,0,0,31,1,2,55,0,5,51,0,4,0,0,15,0,0,61,0,5,0,0,64,1,88,0,57,0,14,6,14,26,2,6,0,0,0,23,0,5,1,57,0,43,0,22,0,0,4
3,22,35,39,1517,8,14,29,41,10,2,46,23,31,8,26,6,2,8,2,17,9,17,2,6,14,0,8,0,7,19,1,0,69,0,56,36,10,12,16,0,25,14,25,3,0,29,4,1,48,5,11,26,20,13,1,0,31,47,12,2,18,0,5,10,2,0,1,0,1,0,30,2,5,7,30,34,10,0,52,58,16,14,2,19,64,27,1,0,39,7,2,0,37,38,5,0,3,0,4,27,54,15,0,38,81,48,36,3,0,22,12,10,39,3,43,30,17,12,15,0,1,20,4,39,3,3,0
0,17,23,0,638,27,0,32,14,24,6,31,30,24,12,22,15,16,2,0,35,7,24,1,24,26,11,11,25,5,35,2,3,50,18,33,72,0,28,0,11,19,3,9,9,1,56,12,1,14,19,30,15,41,4,8,41,10,38,1,22,18,3,0,1,12,1,7,39,32,32,0,15,1,38,19,27,10,28,114,0,36,15,6,5,45,0,27,27,5,5,4,1,10,1,0,30,6,29,3,1,53,4,51,12,48,2,21,6,11,20,0,1,5,0,6,14,0,17,3,35,6,28,0,16,0,1,19
1,17,79,47,0,14,117,36,58,4,27,3,3,59,4,12,13,7,51,2,15,0,8,6,18,5,2,24,36,22,12,2,1,8,116,10,29,43,8,1,96,30,77,16,8,7,16,13,3,68,8,25,62,64,71,92,38,34,12,11,4,35,41,1,52,13,21,21,0,87,0,15,4,12,21,62,8,33,23,112,19,4,6,6,43,6,32,13,2,27,52,9,0,59,72,1,1,23,3,24,1,1,32,44,56,23,25,13,59,11,28,14,108,22,66,88,47,33,27,52,6,11,64,4,111,9,1,12
0,58,35,1,520,29,5,27,28,26,26,28,19,76,17,8,4,23,22,5,17,12,29,14,9,40,29,1,3,4,25,2,26,18,0,54,26,2,24,5,38,42,10,20,3,36,31,35,1,6,0,30,35,29,24,21,35,5,50,0,1,19,15,8,15,23,2,19,17,28,0,0,18,5,29,53,8,5,32,14,2,11,23,11,10,39,1,5,29,6,6,6,0,24,11,19,15,28,0,4,22,44,2,32,2,89,5,42,35,21,40,6,29,9,5,7,41,2,4,3,27,13,53,3,23,3,1,6
4,24,33,17,726,26,2,11,81,9,0,45,44,25,0,33,1,15,48,14,20,46,42,15,29,16,0,12,0,0,13,14,0,59,5,46,17,21,38,23,27,25,17,43,3,7,6,14,7,11,28,19,39,6,47,16,24,10,32,14,30,33,14,53,29,5,13,1,5,3,1,3,8,5,17,35,33,9,10,32,15,21,66,5,11,64,21,13,0,2,4,6,5,82,13,22,1,8,0,3,27,56,3,84,43,82,5,97,70,0,46,7,40,23,48,10,24,38,38,7,0,3,40,22,91,19,9,4
1,7,10,26,750,10,16,36,88,40,3,15,5,36,2,17,3,3,30,1,16,13,22,9,11,35,3,11,6,3,42,3,14,73,1,7,48,13,11,24,0,12,0,28,29,14,29,3,5,15,0,22,30,41,42,2,20,5,16,9,9,16,31,23,3,8,11,0,1,1,9,0,1,24,6,4,9,5,25,73,8,6,31,13,2,33,1,14,0,0,8,32,0,82,5,0,6,0,1,10,12,36,7,107,10,83,2,20,15,10,25,5,27,34,2,20,26,11,5,3,20,1,19,26,90,19,22,28
19,33,16,11,1,167,15,37,4,26,20,26,31,29,12,36,3,87,34,11,30,30,7,17,7,26,21,16,18,1,24,6,3,13,37,22,28,2,11,5,13,23,3,42,29,18,31,17,7,12,106,47,24,33,31,25,10,6,2,72,48,17,39,40,6,27,83,4,8,21,44,13,5,4,13,36,23,21,59,16,26,18,85,19,16,9,43,17,9,3,13,31,2,13,5,20,20,8,33,29,15,8,13,69,19,17,6,4,6,17,34,12,24,30,9,8,25,48,87,24,1,20,60,22,21,71,23,23
41,1,4,1,139,23,22,6,0,8,14,0,0,1,11,5,106,21,12,3,1,4,0,3,0,4,5,8,24,70,21,6,22,0,19,0,0,4,0,47,3,4,1,14,42,27,24,0,18,42,12,32,42,8,13,4,57,34,0,45,7,2,41,6,11,0,3,34,26,11,16,23,90,74,1,37,0,13,32,0,19,1,2,3,26,0,27,39,34,48,18,78,153,0,8,3,19,1,17,44,4,0,27,90,24,0,17,0,0,8,5,19,3,26,6,25,29,25,1,14,39,10,66,32,9,28,48,35
14,5,19,13,0,7,18,1,0,13,16,0,0,33,4,0,1,2,30,13,5,12,0,9,3,12,1,15,3,159,2,22,22,0,32,0,0,32,2,34,8,19,10,21,34,19,4,8,21,21,43,11,13,1,36,7,3,92,0,31,47,10,27,16,39,6,1,13,0,11,10,68,3,104,12,44,0,42,6,2,42,6,7,1,49,0,33,8,15,149,52,26,7,9,25,11,2,4,24,45,42,0,69,3,41,0,56,0,0,16,5,12,4,20,24,11,37,32,13,51,1,24,57,20,11,25,11,14
26,20,59,14,84,38,7,27,0,22,38,15,28,40,49,31,22,29,24,32,54,45,16,36,17,30,5,25,6,66,32,22,9,12,16,25,4,14,26,17,64,42,6,53,34,75,41,34,31,7,23,32,32,17,7,36,15,38,21,17,28,3,14,34,30,30,49,23,18,3,10,17,64,48,26,67,24,24,28,1,30,37,33,21,5,35,18,8,7,30,4,41,194,7,24,24,2,8,3,24,27,23,21,20,17,27,22,3,0,9,54,29,4,21,13,21,44,10,25,85,0,46,46,22,6,27,39,3
28,6,37,22,130,39,46,21,0,8,35,2,18,29,11,5,27,4,9,7,13,50,16,15,19,13,17,10,3,18,72,19,9,10,13,1,3,49,4,49,25,13,46,28,55,15,50,18,13,22,9,10,16,50,20,22,5,36,11,14,18,19,3,44,48,12,5,27,1,6,2,20,15,78,18,41,3,13,14,7,19,13,30,13,16,44,14,0,4,49,11,80,54,29,85,15,2,3,50,34,67,37,12,3,21,22,13,36,10,28,20,8,22,8,1,29,43,6,6,12,4,20,16,21,16,29,41,3
30,0,4,1,94,18,11,24,0,1,10,1,1,5,15,4,62,7,3,2,6,15,1,4,40,3,2,8,42,44,33,3,1,13,4,18,1,15,13,36,0,5,40,30,27,19,22,1,12,35,8,21,22,14,16,2,21,19,15,28,8,3,36,25,23,2,0,31,4,1,1,47,62,55,5,5,2,14,29,5,11,9,4,0,20,13,12,9,14,11,17,70,7,4,28,3,0,0,14,36,4,5,11,2,20,40,6,12,11,7,27,7,7,27,1,14,9,29,2,20,32,9,32,28,6,40,22,24
22,24,41,17,98,10,0,8,32,0,2,4,5,54,44,11,14,0,2,31,41,40,12,48,24,1,0,18,0,10,25,41,0,19,13,14,2,17,34,7,21,6,21,38,34,24,25,30,29,0,2,1,8,8,12,5,0,26,15,1,0,16,3,53,18,0,6,15,0,10,0,0,49,27,26,31,7,5,2,1,4,20,24,0,15,33,7,3,0,2,9,38,219,21,22,51,0,20,7,7,61,18,28,3,8,46,5,33,21,2,39,1,14,16,7,1,42,9,9,30,0,24,2,12,8,3,16,3
17,0,34,3,554,12,2,17,72,0,0,4,0,40,69,10,32,1,0,16,37,33,1,11,14,0,2,4,1,20,25,14,0,56,11,4,0,16,53,1,0,2,12,27,42,22,26,7,16,0,13,3,8,13,2,11,0,15,36,6,12,5,0,33,13,6,2,19,0,12,1,8,71,37,30,13,9,1,0,2,6,13,30,2,7,39,4,0,0,2,5,36,219,19,17,13,0,5,8,8,34,71,18,1,5,73,2,60,28,11,31,7,9,6,2,0,32,2,16,33,0,12,1,1,2,4,20,0
13,0,12,0,159,3,8,5,21,0,0,1,2,23,78,1,17,0,0,5,52,22,1,5,3,0,0,0,0,94,17,7,0,66,0,3,0,13,64,6,0,0,4,20,8,4,7,1,15,3,0,0,0,5,0,0,0,12,14,3,0,4,0,18,5,0,0,5,3,0,0,14,99,64,29,13,0,4,0,0,14,5,11,0,9,16,5,0,1,23,6,19,88,3,10,5,0,0,0,2,32,16,5,5,5,39,12,48,29,0,19,3,2,9,0,2,21,0,1,15,0,10,0,3,0,3,10,0
3,7,9,3,0,20,6,15,1,40,60,1,1,28,6,4,14,30,14,2,18,4,0,7,13,27,22,18,37,39,1,12,45,2,18,1,0,14,2,57,0,12,34,6,55,44,3,4,3,67,18,27,59,2,17,11,26,65,0,41,53,4,16,6,43,23,1,11,22,9,20,15,3,53,11,25,0,67,26,0,31,3,12,36,58,0,21,60,28,77,44,55,0,5,24,8,25,0,13,81,31,6,41,24,47,6,51,0,0,20,4,26,2,50,45,52,34,34,5,79,11,12,54,64,19,48,41,57
